Timestamp,Screen_Brightness,Screen_On,RSRP_dBm,Network_Type,WiFi_RSSI,CPU_Freq_Avg_MHz,CPU_Total%,CPU_User%,CPU_Idle%,Load1min,Load5min,Load15min,Wakelock_Count,Temperature_C
2026-01-31 16:28:09,36.1,1,,Wi-Fi,-54,1162.5,15,6,85,13.22,15.67,18.1,4,35.7
2026-01-31 16:29:07,36.3,1,,Wi-Fi,-53,1442.6,30,13,74,13.93,14.62,17.18,0,35.7
2026-01-31 16:29:58,35.5,1,,Wi-Fi,-55,1585.7,37,14,62,12.11,17.27,17.05,4,35.7
2026-01-31 16:30:55,38.8,1,,Wi-Fi,-59,1868.8,36,15,64,22.63,17.36,18.18,0,31.3
2026-01-31 16:31:52,39.3,1,,Wi-Fi,-50,1975.2,53,23,47,15.38,15.06,16.29,0,29.9
2026-01-31 16:33:01,39.4,1,,Wi-Fi,-55,1491.3,23,10,81,18.13,15.48,15.74,4,30.8
2026-01-31 16:34:09,38.8,1,,Wi-Fi,-53,1231.2,37,19,63,13.74,15.85,17.47,0,32.7
2026-01-31 16:35:00,37.6,1,,Wi-Fi,-52,1815.2,37,13,60,13.23,15.63,18.37,0,35.7
2026-01-31 16:36:05,38.0,1,,Wi-Fi,-49,1464.4,29,9,73,13.74,13.04,15.95,0,33.9
2026-01-31 16:36:51,38.8,1,,Wi-Fi,-52,2006.2,61,29,39,16.33,15.39,16.95,0,32.0
2026-01-31 16:38:09,38.9,1,,Wi-Fi,-51,850.6,35,16,63,21.15,15.35,18.95,1,32.1
2026-01-31 16:39:06,38.6,1,,Wi-Fi,-50,997.1,33,8,67,13.48,17.45,15.59,0,32.7
2026-01-31 16:39:52,38.8,1,,Wi-Fi,-54,1168.8,61,29,39,12.9,14.48,16.34,0,32.0
2026-01-31 16:40:57,38.8,1,,Wi-Fi,-56,1395.2,38,17,62,14.05,15.95,16.45,0,32.4
2026-01-31 16:42:02,38.8,1,,Wi-Fi,-55,1118.8,61,29,39,13.05,14.1,16.04,0,31.5
2026-01-31 16:42:57,38.8,1,,Wi-Fi,-50,1493.8,9,3,91,12.74,13.75,15.74,0,31.7
2026-01-31 16:44:05,38.8,1,,Wi-Fi,-52,950.0,9,3,91,13.35,13.66,15.55,0,31.9
2026-01-31 16:44:51,38.3,1,,Wi-Fi,-51,898.8,39,16,59,16.93,12.04,14.29,0,33.2
2026-01-31 16:45:51,39.3,1,,Wi-Fi,-56,1194.1,34,18,64,13.07,13.8,15.44,1,30.4
2026-01-31 16:46:51,39.3,1,,Wi-Fi,-51,1390.2,40,16,61,13.62,17.63,18.37,0,30.5
2026-01-31 16:47:59,38.8,0,,Wi-Fi,-50,1525.0,13,5,87,17.8,14.59,15.49,0,31.5
2026-01-31 16:48:55,38.8,0,,Wi-Fi,-55,1225.9,19,10,83,12.05,13.55,18.15,0,31.3
2026-01-31 16:50:05,39.5,0,,Wi-Fi,-53,1992.4,45,19,55,16.26,12.88,15.81,1,29.7
2026-01-31 16:51:10,39.2,1,,Wi-Fi,-56,1550.0,11,4,89,13.53,13.91,15.06,0,30.7
2026-01-31 16:51:58,39.2,1,,Wi-Fi,-59,1837.5,13,5,87,18.43,15.63,15.57,1,30.8
2026-01-31 16:53:05,39.2,1,,Wi-Fi,-51,1337.5,49,24,51,16.76,15.67,15.59,1,30.8
2026-01-31 16:53:50,39.2,1,,Wi-Fi,-57,1612.5,49,24,51,16.39,15.84,15.66,1,30.8
2026-01-31 16:55:06,39.5,1,,Wi-Fi,-58,1461.8,36,16,64,14.25,14.26,18.78,1,29.9
2026-01-31 16:56:08,39.2,1,,Wi-Fi,-53,1412.5,49,24,51,16.35,15.97,15.72,1,30.7
2026-01-31 16:57:03,38.7,1,,Wi-Fi,-54,1706.4,41,20,60,12.91,14.07,14.84,0,32.3
2026-01-31 16:58:06,39.4,1,,Wi-Fi,-52,1729.4,27,10,71,12.46,17.38,17.33,0,29.7
2026-01-31 16:59:00,38.6,1,,Wi-Fi,-57,2069.1,31,16,70,12.94,16.89,14.74,0,32.8
2026-01-31 17:00:02,39.7,1,,Wi-Fi,-60,1699.9,35,13,67,13.14,16.23,16.95,0,29.7
2026-01-31 17:01:01,39.2,1,,Wi-Fi,-56,1480.8,34,15,71,15.9,14.16,16.17,0,30.8
2026-01-31 17:01:58,39.1,1,,Wi-Fi,-52,1298.3,35,17,64,18.38,17.39,13.29,0,31.0
2026-01-31 17:02:50,38.8,1,,Wi-Fi,-56,1936.7,42,20,57,13.85,13.97,15.09,0,32.1
2026-01-31 17:04:10,39.9,1,,Wi-Fi,-50,1546.6,23,15,79,14.12,16.99,19.28,0,29.7
2026-01-31 17:05:02,39.1,1,,Wi-Fi,-52,1871.5,41,16,61,18.1,14.61,13.47,1,31.4
2026-01-31 17:06:05,38.9,1,,Wi-Fi,-49,1695.4,35,12,64,14.25,14.66,16.93,0,31.3
2026-01-31 17:06:55,39.0,1,,Wi-Fi,-55,1879.2,34,12,65,12.23,17.78,19.91,4,31.8
2026-01-31 17:08:01,39.5,1,,Wi-Fi,-51,2045.4,27,13,74,16.72,15.69,17.66,1,29.7
2026-01-31 17:08:51,39.4,1,,Wi-Fi,-50,1911.1,38,18,60,13.44,18.15,16.39,0,30.1
2026-01-31 17:09:51,39.4,1,,Wi-Fi,-61,2009.4,21,9,78,15.85,13.01,16.89,4,30.7
2026-01-31 17:11:02,39.5,1,,Wi-Fi,-64,1618.5,38,14,62,12.37,15.68,15.18,1,29.9
2026-01-31 17:11:58,40.5,1,,Wi-Fi,-53,1686.7,26,13,76,12.82,15.99,17.08,0,29.7
2026-01-31 17:12:52,39.0,1,,Wi-Fi,-47,1798.7,35,12,64,12.78,14.23,16.14,1,31.5
2026-01-31 17:13:58,38.9,1,,Wi-Fi,-53,1990.7,35,18,61,12.93,13.23,17.53,0,31.8
2026-01-31 17:15:07,38.7,1,,Wi-Fi,-63,1111.0,40,24,56,13.15,16.05,17.14,1,32.2
2026-01-31 17:15:57,39.6,1,,Wi-Fi,-53,1614.5,33,15,64,24.04,15.77,18.59,0,30.0
2026-01-31 17:16:50,39.9,1,,Wi-Fi,-51,886.3,28,13,69,12.98,13.77,16.45,0,29.7
2026-01-31 17:18:08,39.1,1,,Wi-Fi,-59,1075.4,30,12,70,15.87,15.68,15.37,0,30.6
2026-01-31 17:18:56,38.7,1,,Wi-Fi,-53,1558.2,42,14,56,13.94,12.43,14.21,4,32.0
2026-01-31 17:19:52,38.7,1,,Wi-Fi,-49,1788.0,38,15,61,16.41,13.59,16.88,0,32.3
2026-01-31 17:20:57,39.6,1,,Wi-Fi,-52,1195.6,31,11,67,16.33,16.01,16.51,0,29.7
2026-01-31 17:22:04,39.6,1,,Wi-Fi,-54,1504.4,33,11,66,16.64,15.18,17.93,0,29.7
2026-01-31 17:22:51,39.5,1,,Wi-Fi,-58,1337.9,24,14,79,17.28,14.54,17.42,0,30.2
